1000 19940
1 998 417
1 205 873
1 624 266
1 228 378
1 522 302
1 925 618
1 246 860
1 9 909
1 305 893
1 484 914
1 8 95
1 674 418
1 817 961
1 271 419
1 811 586
1 484 767
1 537 819
1 970 624
1 46 745
1 704 870
1 755 947
1 789 26
1 137 541
1 669 944
1 625 447
1 986 702
1 755 473
1 525 909
1 665 244
1 257 866
1 357 958
1 453 513
1 401 434
1 985 182
1 542 213
1 224 125
1 835 656
1 700 958
1 202 45
1 25 918
1 261 282
1 834 117
1 270 195
1 226 472
1 556 744
1 940 439
1 820 493
1 169 485
1 562 661
1 441 431
1 607 619
1 105 612
1 378 962
1 220 911
1 108 939
1 976 45
1 269 571
1 729 627
1 224 779
1 744 628
1 612 911
1 275 595
1 959 404
1 91 205
1 982 377
1 960 488
1 57 223
1 592 777
1 933 41
1 342 781
1 712 798
1 133 937
1 876 729
1 859 405
1 653 710
1 818 134
1 15 816
1 14 351
1 626 306
1 424 494
1 924 859
1 620 906
1 52 41
1 397 149
1 602 581
1 476 128
1 574 458
1 914 946
1 802 115
1 254 746
1 503 615
1 601 24
1 826 50
1 38 385
1 629 216
1 724 34
1 16 168
1 626 982
1 959 929
1 447 490
1 622 718
1 202 136
1 750 928
1 164 170
1 699 272
1 929 197
1 724 216
1 762 490
1 860 597
1 474 110
1 70 951
1 980 315
1 583 872
1 811 599
1 484 260
1 874 218
1 979 705
1 506 261
1 258 253
1 460 191
1 169 822
1 420 518
1 1 76
1 387 871
1 691 322
1 386 928
1 757 988
1 243 752
1 554 748
1 76 510
1 592 149
1 862 444
1 628 351
1 514 522
1 518 393
1 880 141
1 414 442
1 866 609
1 675 463
1 647 717
1 401 874
1 669 794
1 249 562
1 217 128
1 988 699
1 36 953
1 301 648
1 422 944
1 840 609
1 617 368
1 987 128
1 115 182
1 548 609
1 368 106
1 969 922
1 150 783
1 269 204
1 478 134
1 498 718
1 760 900
1 839 34
1 481 273
1 91 95
1 323 457
1 934 454
1 854 794
1 226 380
1 820 377
1 992 377
1 477 904
1 963 545
1 56 489
1 196 314
1 787 417
1 925 511
1 61 103
1 328 207
1 412 113
1 710 221
1 501 361
1 831 773
1 497 617
1 381 357
1 394 637
1 889 398
1 738 674
1 728 868
1 806 319
1 920 284
1 243 344
1 538 451
1 923 82
1 331 918
1 271 189
1 911 100
1 326 179
1 110 789
1 378 404
1 998 342
1 950 453
1 738 999
1 620 125
1 445 458
1 488 479
1 321 362
1 736 144
1 65 356
1 212 550
1 460 293
1 403 343
1 682 529
1 257 52
1 851 745
1 880 379
1 485 313
1 957 19
1 275 572
1 822 113
1 272 911
1 853 178
1 993 523
1 882 572
1 336 132
1 328 909
1 478 68
1 370 78
1 699 12
1 496 150
1 69 943
1 922 254
1 156 548
1 306 390
1 756 435
1 927 144
1 34 936
1 65 431
1 335 897
1 966 517
1 709 197
1 224 999
1 382 258
1 802 4
1 173 241
1 569 102
1 69 882
1 228 117
1 526 439
1 956 707
1 9 133
1 968 553
1 88 349
1 348 495
1 6 519
1 856 161
1 894 219
1 28 624
1 167 545
1 679 374
1 236 604
1 84 544
1 693 22
1 109 266
1 844 400
1 501 535
1 770 680
1 26 71
1 223 553
1 374 216
1 583 79
1 872 338
1 388 545
1 359 730
1 201 533
1 936 454
1 590 255
1 737 306
1 245 394
1 20 272
1 74 403
1 779 648
1 485 101
1 35 906
1 141 815
1 495 912
1 272 651
1 302 392
1 450 27
1 109 104
1 855 10
1 828 805
1 121 854
1 522 78
1 14 214
1 899 469
1 274 348
1 453 470
1 512 404
1 369 300
1 187 52
1 491 693
1 464 933
1 405 254
1 908 946
1 896 362
1 596 523
1 979 742
1 282 254
1 995 792
1 765 602
1 644 33
1 435 911
1 233 502
1 22 344
1 671 202
1 146 898
1 492 945
1 939 108
1 242 704
1 866 93
1 756 672
1 412 154
1 678 454
1 150 154
1 599 755
1 680 258
1 451 786
1 911 389
1 67 300
1 946 337
1 245 240
1 60 822
1 564 871
1 617 896
1 798 717
1 186 283
1 283 70
1 685 645
1 628 845
1 895 164
1 885 538
1 574 453
1 778 150
1 115 833
1 762 936
1 911 777
1 796 758
1 677 170
1 463 65
1 305 109
1 704 53
1 121 970
1 5 434
1 803 861
1 243 13
1 849 816
1 729 149
1 901 593
1 31 702
1 31 705
1 952 671
1 776 742
1 220 769
1 254 525
1 251 49
1 901 250
1 41 914
1 815 196
1 723 563
1 706 297
1 46 763
1 929 268
1 79 188
1 24 301
1 864 412
1 466 876
1 494 143
1 931 103
1 966 829
1 884 993
1 71 131
1 45 982
1 314 80
1 904 604
1 364 808
1 805 653
1 12 502
1 456 173
1 273 399
1 997 680
1 772 70
1 401 671
1 386 655
1 803 592
1 831 206
1 694 378
1 441 374
1 663 849
1 696 647
1 618 483
1 943 881
1 797 692
1 25 926
1 792 586
1 421 966
1 586 142
1 10 924
1 69 256
1 947 291
1 598 787
1 714 783
1 362 801
1 761 720
1 896 614
1 136 922
1 523 879
1 414 272
1 945 144
1 815 278
1 857 459
1 963 437
1 332 612
1 438 268
1 83 183
1 23 758
1 276 979
1 153 277
1 552 574
1 389 446
1 4 571
1 513 752
1 223 141
1 178 83
1 818 853
1 704 675
1 532 348
1 482 519
1 831 339
1 427 165
1 927 909
1 379 433
1 819 742
1 964 142
1 54 687
1 534 614
1 60 439
1 286 949
1 800 296
1 168 779
1 884 143
1 715 411
1 358 592
1 862 293
1 298 795
1 313 335
1 75 776
1 421 626
1 182 278
1 938 108
1 640 9
1 261 678
1 526 636
1 498 19
1 694 54
1 266 992
1 619 663
1 311 178
1 660 527
1 263 997
1 852 510
1 416 613
1 579 657
1 607 182
1 843 103
1 469 624
1 566 619
1 410 979
1 180 593
1 601 805
1 602 364
1 308 755
1 321 1000
1 542 355
1 697 693
1 913 557
1 395 71
1 619 562
1 527 431
1 70 876
1 436 635
1 288 370
1 17 481
1 310 68
1 193 467
1 963 253
1 528 100
1 611 165
1 94 357
1 420 522
1 17 242
1 418 500
1 395 614
1 979 255
1 734 964
1 636 949
1 579 358
1 905 324
1 268 773
1 292 205
1 106 384
1 744 13
1 138 965
1 44 105
1 128 21
1 912 748
1 974 371
1 405 79
1 240 33
1 576 301
1 635 675
1 120 238
1 67 325
1 859 714
1 717 639
1 508 623
1 803 517
1 257 479
1 529 862
1 636 807
1 967 550
1 971 925
1 77 720
1 25 136
1 924 607
1 144 645
1 460 893
1 176 928
1 975 800
1 22 474
1 693 44
1 524 958
1 214 771
1 32 292
1 919 631
1 972 170
1 256 369
1 625 345
1 111 407
1 606 851
1 885 640
1 571 357
1 193 705
1 352 817
1 312 426
1 96 807
1 246 229
1 224 447
1 809 840
1 966 391
1 424 687
1 456 287
1 559 471
1 551 655
1 77 986
1 559 183
1 11 122
1 408 317
1 17 372
1 372 578
1 197 495
1 180 895
1 937 779
1 75 405
1 367 828
1 810 84
1 69 870
1 137 494
1 703 525
1 487 952
1 539 990
1 711 57
1 528 379
1 353 59
1 277 466
1 959 837
1 318 153
1 603 537
1 177 769
1 946 890
1 776 470
1 547 646
1 521 996
1 355 695
1 137 850
1 247 738
1 367 410
1 2 77
1 568 47
1 844 5
1 259 836
1 664 730
1 151 41
1 557 983
1 960 331
1 990 710
1 356 517
1 895 98
1 906 258
1 751 604
1 816 369
1 848 992
1 391 945
1 72 88
1 710 670
1 580 607
1 880 662
1 272 453
1 428 791
1 964 915
1 486 925
1 550 617
1 597 58
1 362 211
1 955 848
1 684 191
1 336 212
1 760 630
1 36 321
1 929 130
1 485 344
1 925 48
1 362 949
1 884 899
1 432 94
1 267 832
1 417 160
1 569 42
1 166 626
1 661 366
1 807 169
1 614 941
1 927 161
1 160 575
1 650 435
1 748 325
1 863 356
1 623 507
1 514 486
1 552 463
1 860 76
1 252 265
1 448 729
1 493 999
1 42 369
1 549 347
1 313 22
1 905 709
1 392 872
1 62 24
1 701 560
1 454 435
1 183 140
1 728 581
1 523 992
1 124 320
1 88 988
1 538 114
1 961 817
1 585 3
1 641 858
1 364 779
1 668 147
1 226 829
1 303 959
1 463 22
1 663 233
1 771 475
1 201 748
1 937 853
1 767 975
1 521 482
1 561 783
1 335 999
1 86 150
1 670 531
1 820 529
1 823 492
1 346 454
1 162 645
1 943 1000
1 159 577
1 685 442
1 531 375
1 827 408
1 465 101
1 644 555
1 629 674
1 627 373
1 532 643
1 772 123
1 193 269
1 435 971
1 694 871
1 562 998
1 979 118
1 236 625
1 540 308
1 597 79
1 80 397
1 365 956
1 162 289
1 800 988
1 761 697
1 376 726
1 482 192
1 74 807
1 501 286
1 348 729
1 288 952
1 131 61
1 913 499
1 955 362
1 459 557
1 105 170
1 45 63
1 125 506
1 718 219
1 986 240
1 36 778
1 643 271
1 366 8
1 648 963
1 258 215
1 994 423
1 864 260
1 448 715
1 43 477
1 422 686
1 632 880
1 246 642
1 665 551
1 881 47
1 576 108
1 875 992
1 687 582
1 588 9
1 135 615
1 575 531
1 71 756
1 384 150
1 272 319
1 728 391
1 48 66
1 540 627
1 889 918
1 955 102
1 754 29
1 242 799
1 689 924
1 67 521
1 159 230
1 286 3
1 923 846
1 230 437
1 139 794
1 926 472
1 221 46
1 205 778
1 730 363
1 887 985
1 858 659
1 737 14
1 437 358
1 106 749
1 484 687
1 983 263
1 149 716
1 309 16
1 27 939
1 705 960
1 808 965
1 216 628
1 45 305
1 966 116
1 993 781
1 758 40
1 728 157
1 431 584
1 341 677
1 381 475
1 701 940
1 787 140
1 598 67
1 868 400
1 320 564
1 374 754
1 532 111
1 808 819
1 624 483
1 317 839
1 943 985
1 507 586
1 500 345
1 433 470
1 622 340
1 553 452
1 621 463
1 881 117
1 833 357
1 208 908
1 267 349
1 919 481
1 705 587
1 150 741
1 722 172
1 594 168
1 528 910
1 499 883
1 584 158
1 390 533
1 477 428
1 939 619
1 162 708
1 914 995
1 567 641
1 42 34
1 2 892
1 673 554
1 564 432
1 274 205
1 817 541
1 829 478
1 23 936
1 70 231
1 828 691
1 618 398
1 454 282
1 370 605
1 819 743
1 946 350
1 194 417
1 101 702
1 137 6
1 336 882
1 736 659
1 888 455
1 877 994
1 234 584
1 790 639
1 668 93
1 553 121
1 174 979
1 162 897
1 69 753
1 821 417
1 991 835
1 115 813
1 557 186
1 642 804
1 934 235
1 711 390
1 612 50
1 214 621
1 946 694
1 970 79
1 248 834
1 964 214
1 470 466
1 347 561
1 432 675
1 493 410
1 844 731
1 256 833
1 76 971
1 475 971
1 387 830
1 998 871
1 371 841
1 22 37
1 280 988
1 751 872
1 49 210
1 502 344
1 613 462
1 205 287
1 358 331
1 589 634
1 627 238
1 506 214
1 335 705
1 188 624
1 681 904
1 961 891
1 884 617
1 702 366
1 996 677
1 513 395
1 843 373
1 72 164
1 844 911
1 697 272
1 194 184
1 961 285
1 653 683
1 272 104
1 719 581
1 977 9
1 443 917
1 111 1000
1 67 925
1 889 604
1 473 391
1 17 30
1 240 858
1 194 191
1 364 870
1 600 112
1 830 301
1 546 891
1 883 456
1 419 875
1 334 862
1 487 774
1 400 707
1 234 550
1 752 314
1 635 651
1 708 480
1 324 71
1 527 998
1 577 657
1 777 898
1 560 798
1 379 103
1 588 619
1 190 767
1 645 761
1 126 579
1 539 647
1 282 464
1 758 698
1 849 313
1 350 301
1 581 932
1 428 816
1 557 742
1 612 979
1 662 688
1 348 986
1 638 507
1 357 711
1 132 735
1 657 226
1 825 999
1 928 450
1 468 846
1 858 685
1 464 640
1 333 304
1 902 955
0 748 415
0 710 822
0 737 339
0 603 586
0 62 200
0 855 106
0 199 265
0 484 871
0 724 733
0 88 881
0 938 194
0 555 504
0 883 453
0 249 977
0 924 228
0 137 732
0 306 427
0 761 40
0 925 223
0 630 474
0 315 258
0 182 417
0 984 772
0 133 67
0 365 392
0 644 253
0 500 987
0 277 525
0 843 118
0 448 469
0 565 196
0 836 336
0 700 247
0 552 139
0 755 650
0 103 607
0 964 901
0 133 151
0 573 302
0 657 585
0 801 22
0 703 729
0 719 65
0 252 306
0 446 28
0 618 622
0 425 130
0 549 527
0 859 825
0 337 99
0 216 738
0 744 505
0 584 227
0 878 969
0 762 246
0 711 391
0 372 205
0 86 52
0 319 886
0 468 647
0 858 781
0 177 802
0 601 404
0 976 175
0 790 916
0 158 247
0 955 965
0 734 8
0 872 313
0 308 232
0 876 37
0 84 117
0 757 932
0 87 486
0 683 704
0 930 623
0 14 283
0 141 958
0 576 178
0 139 277
0 465 201
0 508 125
0 914 211
0 676 668
0 184 775
0 615 12
0 567 789
0 568 738
0 184 63
0 334 412
0 467 866
0 967 840
0 14 120
0 324 100
0 18 954
0 717 467
0 999 179
0 129 868
0 950 8
0 223 84
0 131 897
0 743 593
0 72 547
0 669 435
0 857 608
0 527 598
0 336 54
0 941 279
0 144 873
0 350 794
0 414 955
0 814 675
0 444 681
0 251 824
0 382 336
0 168 187
0 670 869
0 587 847
0 958 892
0 829 452
0 124 981
0 574 875
0 969 517
0 480 973
0 655 567
0 374 625
0 477 648
0 489 14
0 615 282
0 123 557
0 245 595
0 528 905
0 441 387
0 653 438
0 773 859
0 281 271
0 719 560
0 415 905
0 50 83
0 582 144
0 914 871
0 906 999
0 40 547
0 224 219
0 978 152
0 74 36
0 18 399
0 966 536
0 400 973
0 687 445
0 952 849
0 390 948
0 698 532
0 785 690
0 419 777
0 550 190
0 965 498
0 572 455
0 522 926
0 224 664
0 854 934
0 860 789
0 520 781
0 215 522
0 262 347
0 779 221
0 41 686
0 760 269
0 657 778
0 509 843
0 326 79
0 804 668
0 342 486
0 980 992
0 370 752
0 387 868
0 725 290
0 148 574
0 401 437
0 175 41
0 277 328
0 561 702
0 696 110
0 405 416
0 805 512
0 231 757
0 940 942
0 741 969
0 688 847
0 881 899
0 703 542
0 460 480
0 818 859
0 101 99
0 570 305
0 980 62
0 650 14
0 163 850
0 305 751
0 690 549
0 995 81
0 313 826
0 712 401
0 762 995
0 614 30
0 834 938
0 979 594
0 99 97
0 209 741
0 248 657
0 968 465
0 289 813
0 160 221
0 342 815
0 676 297
0 87 186
0 747 894
0 66 68
0 140 614
0 90 545
0 308 767
0 665 37
0 330 267
0 545 449
0 939 462
0 669 874
0 425 596
0 768 334
0 57 321
0 724 194
0 187 598
0 364 74
0 543 98
0 249 89
0 727 963
0 631 188
0 538 34
0 694 583
0 272 439
0 919 981
0 244 478
0 418 1000
0 885 333
0 600 276
0 440 341
0 416 303
0 760 252
0 470 526
0 535 700
0 45 678
0 998 803
0 74 319
0 938 737
0 264 217
0 506 942
0 761 722
0 201 487
0 938 550
0 250 756
0 557 630
0 402 152
0 433 663
0 50 772
0 716 77
0 633 151
0 396 110
0 425 875
0 805 132
0 652 149
0 86 162
0 331 813
0 164 362
0 484 928
0 214 145
0 89 813
0 979 207
0 17 437
0 88 146
0 103 63
0 503 239
0 265 504
0 659 325
0 223 283
0 388 11
0 470 927
0 900 481
0 887 245
0 592 617
0 462 10
0 857 175
0 795 354
0 555 193
0 33 734
0 789 454
0 118 918
0 919 254
0 423 448
0 439 360
0 52 757
0 639 397
0 435 362
0 548 947
0 134 488
0 626 991
0 509 732
0 837 592
0 642 745
0 391 126
0 237 894
0 748 158
0 333 457
0 109 794
0 546 507
0 485 86
0 86 18
0 232 164
0 367 274
0 14 750
0 25 929
0 562 258
0 410 711
0 330 307
0 743 249
0 573 532
0 185 891
0 275 908
0 894 57
0 646 180
0 934 407
0 393 989
0 466 447
0 320 990
0 677 707
0 201 977
0 573 343
0 903 429
0 956 689
0 241 942
0 20 776
0 295 583
0 674 468
0 679 531
0 332 209
0 124 73
0 388 329
0 203 423
0 885 684
0 714 431
0 886 735
0 805 589
0 778 208
0 495 972
0 686 647
0 207 705
0 6 551
0 497 883
0 319 786
0 51 768
0 835 469
0 81 679
0 278 350
0 40 285
0 524 403
0 674 53
0 934 71
0 795 287
0 274 780
0 298 868
0 836 324
0 585 138
0 804 311
0 587 791
0 169 483
0 886 729
0 99 429
0 600 573
0 940 397
0 438 762
0 293 31
0 912 954
0 574 93
0 29 287
0 594 37
0 868 172
0 117 73
0 868 403
0 227 538
0 331 10
0 566 649
0 707 442
0 865 547
0 444 521
0 416 436
0 645 558
0 202 90
0 35 977
0 799 835
0 905 558
0 921 980
0 935 128
0 302 740
0 51 337
0 763 954
0 675 986
0 186 551
0 263 174
0 524 975
0 223 951
0 767 355
0 226 369
0 233 286
0 942 654
0 254 950
0 909 335
0 134 704
0 894 15
0 620 948
0 85 731
0 215 454
0 431 24
0 379 604
0 370 808
0 399 425
0 654 755
0 130 981
0 203 453
0 462 71
0 438 157
0 400 156
0 874 126
0 968 957
0 862 727
0 819 570
0 646 673
0 281 670
0 611 54
0 417 657
0 995 709
0 146 346
0 855 288
0 880 905
0 400 180
0 179 952
0 942 535
0 639 12
0 174 94
0 157 10
0 370 393
0 510 646
0 340 461
0 166 347
0 504 498
0 555 131
0 750 491
0 216 745
0 312 801
0 499 823
0 110 498
0 317 934
0 184 406
0 952 915
0 346 513
0 961 368
0 937 45
0 132 873
0 70 421
0 919 959
0 484 786
0 136 471
0 843 693
0 454 309
0 349 993
0 699 438
0 376 302
0 186 316
0 748 825
0 165 554
0 999 529
0 221 610
0 920 415
0 765 595
0 927 805
0 647 464
0 479 189
0 40 993
0 46 87
0 430 609
0 818 490
0 349 716
0 841 955
0 199 479
0 572 93
0 98 987
0 757 977
0 751 411
0 211 566
0 817 83
0 448 855
0 668 385
0 336 766
0 586 613
0 762 420
0 96 367
0 294 97
0 880 830
0 16 389
0 914 621
0 122 894
0 144 932
0 789 132
0 520 620
0 354 572
0 488 60
0 400 512
0 57 709
0 254 273
0 694 510
0 426 188
0 182 853
0 861 743
0 636 134
0 489 528
0 301 491
0 973 870
0 67 965
0 589 3
0 693 53
0 519 973
0 947 919
0 410 745
0 846 904
0 729 86
0 701 731
0 114 992
0 232 658
0 703 148
0 764 84
0 768 211
0 13 317
0 235 868
0 782 202
0 381 445
0 519 60
0 983 644
0 959 464
0 306 317
0 951 689
0 529 22
0 407 947
0 975 648
0 836 628
0 420 544
0 675 893
0 777 112
0 102 196
0 815 487
0 535 813
0 892 258
0 861 696
0 619 208
0 62 251
0 176 613
0 201 769
0 960 338
0 641 202
0 225 60
0 541 974
0 426 207
0 306 476
0 81 898
0 221 305
0 1000 124
0 756 601
0 801 445
0 439 142
0 33 67
0 555 163
0 590 425
0 919 19
0 571 823
0 200 997
0 468 59
0 823 501
0 418 654
0 594 42
0 417 983
0 583 690
0 500 185
0 468 195
0 213 151
0 859 373
0 670 387
0 505 411
0 343 915
0 324 852
0 534 609
0 193 180
0 592 950
0 701 317
0 491 739
0 732 514
0 512 831
0 516 86
0 838 795
0 944 529
0 648 334
0 759 968
0 568 162
0 607 290
0 253 140
0 574 363
0 225 681
0 547 978
0 905 612
0 823 64
0 639 500
0 545 376
0 508 631
0 781 451
0 401 619
0 758 919
0 959 832
0 149 483
0 497 876
0 757 731
0 162 397
0 152 164
0 972 524
0 5 918
0 184 958
0 241 61
0 279 677
0 858 923
0 646 766
0 772 69
0 554 581
0 876 176
0 951 442
0 683 268
0 526 537
0 792 434
0 595 632
0 169 425
0 603 804
0 179 746
0 305 50
0 949 351
0 663 379
0 400 249
0 352 485
0 108 34
0 162 174
0 386 116
0 895 809
0 691 155
0 105 241
0 231 72
0 752 544
0 336 493
0 297 433
0 732 585
0 211 508
0 865 249
0 785 337
0 156 197
0 184 177
0 539 368
0 373 310
0 766 392
0 810 124
0 724 394
0 385 561
0 673 665
0 222 12
0 767 40
0 959 32
0 752 623
0 128 770
0 327 824
0 143 522
0 397 659
0 540 382
0 115 138
0 815 379
0 633 590
0 938 518
0 118 726
0 155 256
0 828 217
0 182 694
0 349 886
0 968 91
0 217 310
0 535 557
0 59 448
0 233 175
0 740 82
0 215 145
0 342 73
0 864 419
0 634 263
0 848 546
0 208 990
0 781 160
0 694 684
0 296 208
0 156 342
0 38 866
0 169 916
0 656 741
0 502 806
0 929 116
0 331 545
0 35 615
0 798 218
0 983 220
0 618 634
0 145 504
0 857 116
0 484 127
0 167 117
0 110 795
0 43 162
0 929 505
0 206 388
0 736 996
0 268 24
0 756 425
0 278 227
0 442 292
0 316 895
0 708 625
0 145 204
0 564 958
0 43 373
0 945 495
0 457 307
0 405 483
0 154 718
0 797 926
0 305 707
0 591 887
0 849 679
0 200 669
0 633 767
0 760 472
0 882 649
0 136 275
0 894 907
0 641 310
0 3 382
0 957 396
0 816 113
0 23 580
0 271 548
0 527 767
0 628 214
0 826 241
0 182 512
0 707 336
0 524 56
0 716 472
0 990 920
0 571 453
0 144 63
0 301 246
0 44 232
0 173 115
0 624 236
0 967 779
0 321 742
0 720 629
0 636 132
0 252 897
0 400 26
0 685 821
0 912 289
0 36 971
0 241 985
0 282 345
0 307 504
0 407 560
0 890 205
0 52 19
0 49 760
0 351 571
0 69 127
0 83 429
0 441 797
0 828 734
0 85 278
0 338 636
0 770 188
0 950 694
0 2 809
0 528 176
0 757 496
0 277 726
0 475 859
0 706 430
0 113 793
0 415 800
0 887 831
0 978 298
0 595 986
0 681 370
0 626 522
0 58 245
0 976 716
0 940 832
0 309 830
0 646 568
0 63 265
0 586 301
0 306 915
0 205 890
0 414 316
0 80 480
0 62 611
0 636 719
0 707 228
0 836 995
0 866 833
0 744 117
0 273 423
0 318 88
0 932 680
0 931 360
0 591 278
0 518 419
0 421 720
0 21 480
0 468 21
0 355 455
0 467 629
0 723 574
0 683 597
0 836 81
0 841 351
0 588 614
0 218 504
0 618 111
0 824 77
0 936 293
0 585 264
0 387 425
0 32 744
0 342 230
0 539 959
0 988 168
0 28 190
0 184 374
0 264 39
0 129 396
0 371 163
0 860 613
0 67 331
0 893 552
0 675 818
0 43 569
0 395 519
0 726 712
0 361 713
0 108 482
0 591 1
0 7 132
0 330 598
0 513 589
0 238 800
0 33 730
0 401 942
0 845 578
0 799 145
0 338 742
0 914 960
0 940 524
0 123 479
0 153 453
0 852 133
0 222 356
0 190 368
0 479 564
0 732 744
0 643 473
0 101 460
0 189 588
0 92 106
0 645 409
0 95 118
0 426 204
0 389 56
0 458 151
0 574 649
0 535 351
0 591 228
0 983 319
0 190 614
0 32 973
0 280 129
0 52 549
0 837 745
0 762 535
0 511 784
0 241 515
0 988 713
0 984 5
0 442 738
0 943 435
0 512 333
0 456 224
0 466 934
0 288 13
0 670 267
0 612 620
0 393 171
0 165 991
0 469 980
0 582 219
0 847 605
0 71 992
0 309 725
0 355 449
0 127 306
0 909 818
0 903 37
0 719 125
0 820 761
0 541 625
0 569 587
0 325 632
0 961 501
0 793 685
0 717 621
0 661 960
0 117 12
0 462 552
0 427 204
0 616 494
0 269 64
0 823 659
0 486 584
0 721 648
0 171 438
0 692 716
0 119 740
0 520 846
0 959 610
0 192 843
0 764 166
0 976 792
0 904 129
0 635 511
0 491 921
0 231 474
0 939 224
0 349 384
0 362 166
0 359 119
0 70 743
0 202 712
0 316 326
0 215 659
0 58 249
0 181 554
0 117 382
0 104 161
0 921 430
0 484 816
0 710 480
0 2 314
0 109 742
0 992 279
0 83 359
0 271 213
0 18 847
0 153 120
0 13 174
0 607 597
0 279 108
0 688 385
0 213 509
0 393 535
0 73 905
0 315 23
0 532 7
0 335 293
0 243 580
0 878 576
0 337 838
0 411 447
0 499 294
0 138 381
0 407 505
0 265 388
0 858 84
0 449 392
0 535 325
1 648 112
1 170 188
1 889 621
1 639 673
1 648 476
1 935 853
1 706 503
1 910 865
1 545 333
1 517 216
1 91 333
1 216 449
1 316 254
1 643 330
1 651 680
1 158 195
1 78 482
1 128 743
1 788 225
1 560 721
1 200 477
1 89 90
1 736 644
1 15 817
1 96 155
1 589 551
1 859 896
1 61 893
1 638 508
1 277 409
1 565 351
1 519 758
1 195 576
1 545 253
1 76 51
1 802 484
1 964 104
1 330 161
1 998 417
1 205 873
1 624 266
1 228 378
1 522 302
1 925 618
1 246 860
1 9 909
1 305 893
1 484 914
1 8 95
1 674 418
1 817 961
1 271 419
1 811 586
1 484 767
1 537 819
1 970 624
1 46 745
1 704 870
1 755 947
1 789 26
1 137 541
1 669 944
1 625 447
1 986 702
1 755 473
1 525 909
1 665 244
1 257 866
1 357 958
1 453 513
1 401 434
1 985 182
1 542 213
1 224 125
1 835 656
1 700 958
1 202 45
1 25 918
1 261 282
1 834 117
1 270 195
1 226 472
1 556 744
1 940 439
1 820 493
1 169 485
1 562 661
1 441 431
1 607 619
1 105 612
1 378 962
1 220 911
1 108 939
1 976 45
1 269 571
1 729 627
1 224 779
1 744 628
1 612 911
1 275 595
1 959 404
1 91 205
1 982 377
1 960 488
1 57 223
1 592 777
1 933 41
1 342 781
1 712 798
1 133 937
1 876 729
1 859 405
1 653 710
1 818 134
1 15 816
1 14 351
1 626 306
1 424 494
1 924 859
1 620 906
1 52 41
1 397 149
1 602 581
1 476 128
1 574 458
1 914 946
1 802 115
1 254 746
1 503 615
1 601 24
1 826 50
1 38 385
1 629 216
1 724 34
1 16 168
1 626 982
1 959 929
1 447 490
1 622 718
1 202 136
1 750 928
1 164 170
1 699 272
1 929 197
1 724 216
1 762 490
1 860 597
1 474 110
1 70 951
1 980 315
1 583 872
1 811 599
1 484 260
1 874 218
1 979 705
1 506 261
1 258 253
1 460 191
1 169 822
1 420 518
1 1 76
1 387 871
1 691 322
1 386 928
1 757 988
1 243 752
1 554 748
1 76 510
1 592 149
1 862 444
1 628 351
1 514 522
1 518 393
1 880 141
1 414 442
1 866 609
1 675 463
1 647 717
1 401 874
1 669 794
1 249 562
1 217 128
1 988 699
1 36 953
1 301 648
1 422 944
1 840 609
1 617 368
1 987 128
1 115 182
1 548 609
1 368 106
1 969 922
1 150 783
1 269 204
1 478 134
1 498 718
1 760 900
1 839 34
1 481 273
1 91 95
1 323 457
1 934 454
1 854 794
1 226 380
1 820 377
1 992 377
1 477 904
1 963 545
1 56 489
1 196 314
1 787 417
1 925 511
1 61 103
1 328 207
1 412 113
1 710 221
1 501 361
1 831 773
1 497 617
1 381 357
1 394 637
1 889 398
1 738 674
1 728 868
1 806 319
1 920 284
1 243 344
1 538 451
1 923 82
1 331 918
1 271 189
1 911 100
1 326 179
1 110 789
1 378 404
1 998 342
1 950 453
1 738 999
1 620 125
1 445 458
1 488 479
1 321 362
1 736 144
1 65 356
1 212 550
1 460 293
1 403 343
1 682 529
1 257 52
1 851 745
1 880 379
1 485 313
1 957 19
1 275 572
1 822 113
1 272 911
1 853 178
1 993 523
1 882 572
1 336 132
1 328 909
1 478 68
1 370 78
1 699 12
1 496 150
1 69 943
1 922 254
1 156 548
1 306 390
1 756 435
1 927 144
1 34 936
1 65 431
1 335 897
1 966 517
1 709 197
1 224 999
1 382 258
1 802 4
1 173 241
1 569 102
1 69 882
1 228 117
1 526 439
1 956 707
1 9 133
1 968 553
1 88 349
1 348 495
1 6 519
1 856 161
1 894 219
1 28 624
1 167 545
1 679 374
1 236 604
1 84 544
1 693 22
1 109 266
1 844 400
1 501 535
1 770 680
1 26 71
1 223 553
1 374 216
1 583 79
1 872 338
1 388 545
1 359 730
1 201 533
1 936 454
1 590 255
1 737 306
1 245 394
1 20 272
1 74 403
1 779 648
1 485 101
1 35 906
1 141 815
1 495 912
1 272 651
1 302 392
1 450 27
1 109 104
1 855 10
1 828 805
1 121 854
1 522 78
1 14 214
1 899 469
1 274 348
1 453 470
1 512 404
1 369 300
1 187 52
1 491 693
1 464 933
1 405 254
1 908 946
1 896 362
1 596 523
1 979 742
1 282 254
1 995 792
1 765 602
1 644 33
1 435 911
1 233 502
1 22 344
1 671 202
1 146 898
1 492 945
1 939 108
1 242 704
1 866 93
1 756 672
1 412 154
1 678 454
1 150 154
1 599 755
1 680 258
1 451 786
1 911 389
1 67 300
1 946 337
1 245 240
1 60 822
1 564 871
1 617 896
1 798 717
1 186 283
1 283 70
1 685 645
